node_id,operator_name,contact_point_registered,protection_plan_status,protection_plan_age_days,data_sharing_agreement,responsiveness_score,last_contact_test
IK-10-01989,Urząd Wojewódzki (fikc.),1,brak,1084,1,55.4,2026-03-01
IK-10-01990,Urząd Wojewódzki (fikc.),1,zatwierdzony,703,1,53.9,2025-11-03
IK-10-01993,Urząd Gminy (fikc.),0,zatwierdzony,1473,1,68.1,2025-07-16
IK-10-01995,Urząd Gminy (fikc.),1,zatwierdzony,782,1,68.1,2025-12-10
IK-10-01996,Starostwo Powiatowe (fikc.),1,zatwierdzony,236,0,17.6,2026-01-22
IK-10-01997,Starostwo Powiatowe (fikc.),1,zatwierdzony,336,1,48.0,2025-12-04
IK-10-02000,Starostwo Powiatowe (fikc.),1,zatwierdzony,710,1,48.3,2026-01-05
IK-10-02001,Urząd Gminy (fikc.),1,zatwierdzony,46,1,47.9,2026-06-20
IK-10-02004,Urząd Wojewódzki (fikc.),1,brak,750,1,65.0,2026-08-18
IK-10-02007,Starostwo Powiatowe (fikc.),1,w aktualizacji,485,0,16.9,2025-06-27
IK-10-02008,Starostwo Powiatowe (fikc.),1,zatwierdzony,789,1,90.0,2026-01-31
IK-10-02010,Urząd Gminy (fikc.),0,w aktualizacji,703,0,54.4,2026-04-12
IK-10-02012,Starostwo Powiatowe (fikc.),1,zatwierdzony,925,1,70.9,2026-05-11
IK-10-02014,Urząd Gminy (fikc.),1,zatwierdzony,592,0,25.6,2026-07-05
IK-10-02015,Starostwo Powiatowe (fikc.),1,zatwierdzony,1482,1,65.4,2025-12-04
IK-10-02017,Starostwo Powiatowe (fikc.),1,brak,812,0,26.9,2026-07-12
IK-10-02018,Urząd Gminy (fikc.),0,brak,771,0,27.2,2025-11-05
IK-10-02019,Urząd Wojewódzki (fikc.),1,brak,166,0,42.0,2025-12-17
IK-10-02021,Starostwo Powiatowe (fikc.),1,zatwierdzony,1127,1,52.9,2025-05-21
IK-10-02022,Urząd Wojewódzki (fikc.),1,zatwierdzony,144,1,59.0,2025-05-06
IK-10-02023,Urząd Gminy (fikc.),1,zatwierdzony,806,1,52.9,2026-03-12
IK-10-02025,Urząd Gminy (fikc.),0,brak,1064,0,41.0,2025-05-30
IK-10-02030,Urząd Gminy (fikc.),1,brak,1293,1,55.6,2025-11-10
IK-10-02031,Starostwo Powiatowe (fikc.),0,brak,855,0,60.1,2026-09-05
IK-10-02032,Urząd Wojewódzki (fikc.),0,w aktualizacji,732,0,7.8,2025-07-15
IK-10-02034,Starostwo Powiatowe (fikc.),1,zatwierdzony,877,1,48.2,2025-10-16
IK-10-02035,Starostwo Powiatowe (fikc.),1,zatwierdzony,880,1,59.2,2026-06-09
IK-10-02037,Urząd Wojewódzki (fikc.),1,zatwierdzony,1485,1,86.1,2025-12-01
IK-10-02041,Starostwo Powiatowe (fikc.),0,w aktualizacji,656,0,13.8,2026-06-15
IK-10-02042,Starostwo Powiatowe (fikc.),1,zatwierdzony,619,1,74.0,2026-01-13
IK-10-02044,Urząd Gminy (fikc.),0,brak,921,0,53.4,2025-05-06
IK-10-02046,Starostwo Powiatowe (fikc.),1,zatwierdzony,1227,0,40.4,2025-06-11
IK-11-02047,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,237,1,53.1,2026-01-26
IK-11-02048,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,55,1,56.7,2026-03-29
IK-11-02049,Zakłady Chemiczne Wisła (fikc.),1,brak,597,0,16.1,2026-01-01
IK-11-02051,Agencja Materiałów Prom. (fikc.),0,brak,528,1,65.1,2026-07-11
IK-11-02052,Zakłady Chemiczne Wisła (fikc.),1,w aktualizacji,1300,0,33.6,2025-12-23
IK-11-02054,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,1115,1,82.0,2025-07-28
IK-11-02055,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,157,1,61.7,2025-06-05
IK-11-02056,Zakłady Chemiczne Wisła (fikc.),1,w aktualizacji,1211,0,40.6,2026-05-30
IK-11-02057,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,1067,1,93.0,2026-03-29
IK-11-02058,Zakłady Chemiczne Wisła (fikc.),0,w aktualizacji,1493,1,90.6,2025-05-26
IK-11-02060,Agencja Materiałów Prom. (fikc.),1,brak,429,1,49.6,2026-02-27
IK-11-02061,Zakłady Chemiczne Wisła (fikc.),1,brak,527,1,100,2026-05-08
IK-11-02062,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,945,1,57.7,2025-11-27
IK-11-02063,Agencja Materiałów Prom. (fikc.),1,brak,888,0,36.1,2025-06-16
IK-11-02064,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,1123,1,42.3,2025-08-19
IK-11-02065,Agencja Materiałów Prom. (fikc.),1,w aktualizacji,1373,1,88.4,2026-06-30
IK-11-02066,Zakłady Chemiczne Wisła (fikc.),0,zatwierdzony,1314,0,80.9,2026-06-13
IK-11-02067,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,754,1,49.0,2025-06-08
IK-11-02068,Agencja Materiałów Prom. (fikc.),1,brak,1156,0,21.7,2026-09-03
IK-11-02069,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,221,1,51.7,2026-04-15
IK-11-02071,Zakłady Chemiczne Wisła (fikc.),1,w aktualizacji,1250,1,60.6,2025-11-21
IK-11-02072,Zakłady Chemiczne Wisła (fikc.),0,brak,1448,0,38.8,2026-08-25
IK-11-02073,Agencja Materiałów Prom. (fikc.),1,w aktualizacji,746,1,100,2025-10-18
IK-11-02074,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,1145,0,12.1,2026-03-20
IK-11-02084,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,798,1,66.2,2026-06-18
IK-11-02085,Agencja Materiałów Prom. (fikc.),0,w aktualizacji,971,0,10.6,2026-04-25
IK-11-02086,Agencja Materiałów Prom. (fikc.),1,brak,706,0,56.3,2025-05-11
IK-11-02087,Zakłady Chemiczne Wisła (fikc.),0,brak,742,0,15.5,2026-08-13
IK-11-02091,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,590,1,31.3,2025-06-25
IK-11-02092,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,1459,0,17.9,2026-09-04
IK-11-02093,Agencja Materiałów Prom. (fikc.),0,zatwierdzony,211,0,57.9,2026-05-01
IK-11-02095,Zakłady Chemiczne Wisła (fikc.),0,zatwierdzony,450,1,72.8,2026-03-06
IK-11-02097,Agencja Materiałów Prom. (fikc.),0,zatwierdzony,1018,0,8.6,2025-09-03
IK-11-02098,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,370,1,53.7,2026-02-10
IK-11-02099,Zakłady Chemiczne Wisła (fikc.),1,brak,610,1,72.5,2026-07-05
IK-11-02100,Agencja Materiałów Prom. (fikc.),0,w aktualizacji,1072,0,16.0,2025-11-01
IK-11-02101,Zakłady Chemiczne Wisła (fikc.),1,zatwierdzony,1066,1,71.5,2025-12-04
IK-11-02102,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,1471,1,49.3,2025-06-09
IK-11-02103,Agencja Materiałów Prom. (fikc.),0,zatwierdzony,1438,1,46.5,2025-08-17
IK-11-02104,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,894,1,53.9,2025-08-03
IK-11-02105,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,641,1,59.7,2026-02-01
IK-11-02106,Agencja Materiałów Prom. (fikc.),1,zatwierdzony,352,1,79.8,2025-05-04
